Time,ObjectCount,FPS,FrameTime(ms),PhysicsTime(ms),TotalMemory(MB),ActiveObjects
1.34,500,604.8,1.6535,0.0000,4448,497
1.35,500,651.3,1.5353,0.0000,4448,497
1.35,500,318.1,3.1437,1.5232,4448,497
1.35,500,486.3,2.0564,0.0000,4448,497
1.35,500,493.1,2.0279,0.0000,4448,497
1.35,500,736.8,1.3572,0.0000,4448,497
1.36,500,736.1,1.3586,0.0000,4448,497
1.36,500,508.5,1.9666,0.0000,4448,497
1.36,500,753.2,1.3277,0.0000,4448,497
1.36,500,675.1,1.4813,0.0000,4448,497
1.36,500,765.6,1.3061,0.0000,4448,497
1.36,500,757.6,1.3200,0.0000,4448,497
1.36,500,745.6,1.3412,0.0000,4448,497
1.37,500,729.9,1.3701,0.0000,4448,496
1.37,500,329.2,3.0377,1.4222,4448,496
1.37,500,503.7,1.9852,0.0000,4448,496
1.37,500,498.1,2.0075,0.0000,4448,496
1.37,500,754.7,1.3250,0.0000,4448,496
1.38,500,514.0,1.9454,0.0000,4449,496
1.38,500,726.9,1.3757,0.0000,4449,496
1.38,500,754.8,1.3249,0.0000,4449,496
1.38,500,750.1,1.3332,0.0000,4449,496
1.38,500,728.3,1.3730,0.0000,4449,496
1.38,500,740.4,1.3506,0.0000,4449,496
1.38,500,754.4,1.3255,0.0000,4449,496
1.39,500,757.3,1.3204,0.0000,4449,496
1.39,500,312.5,3.1998,1.3882,4449,496
1.39,500,470.6,2.1249,0.0000,4449,496
1.39,500,726.9,1.3757,0.0000,4449,496
1.39,500,501.7,1.9932,0.0000,4449,496
1.40,500,509.2,1.9637,0.0000,4449,496
1.40,500,738.0,1.3551,0.0000,4449,496
1.40,500,749.8,1.3336,0.0000,4449,496
1.40,500,730.8,1.3684,0.0000,4449,496
1.40,500,746.0,1.3404,0.0000,4449,496
1.40,500,743.2,1.3455,0.0000,4449,496
1.40,500,757.5,1.3202,0.0000,4449,496
1.41,500,753.3,1.3275,0.0000,4449,496
1.41,500,336.5,2.9722,1.3885,4449,496
1.41,500,268.0,3.7319,0.0000,4447,496
1.41,500,720.7,1.3875,0.0000,4447,496
1.41,500,743.4,1.3452,0.0000,4447,496
1.42,500,504.6,1.9818,0.0000,4447,496
1.42,500,741.0,1.3495,0.0000,4447,496
1.42,500,483.0,2.0705,0.0000,4447,496
1.42,500,725.0,1.3794,0.0000,4447,496
1.42,500,505.1,1.9797,0.0000,4447,496
1.43,500,494.9,2.0206,0.0000,4447,496
1.43,500,266.1,3.7576,1.4819,4447,496
1.43,500,503.8,1.9849,0.0000,4448,496
1.43,500,491.6,2.0342,0.0000,4448,496
1.43,500,734.7,1.3611,0.0000,4448,496
1.44,500,719.1,1.3906,0.0000,4448,496
1.44,500,759.0,1.3175,0.0000,4448,496
1.44,500,756.1,1.3226,0.0000,4448,496
1.44,500,761.7,1.3129,0.0000,4448,496
1.44,500,764.1,1.3087,0.0000,4448,496
1.44,500,769.5,1.2995,0.0000,4448,496
1.44,500,738.9,1.3534,0.0000,4448,496
1.45,500,757.9,1.3195,0.0000,4448,496
1.45,500,336.0,2.9762,1.4246,4448,496
1.45,500,756.4,1.3221,0.0000,4448,496
1.45,500,754.1,1.3261,0.0000,4448,496
1.45,500,701.9,1.4247,0.0000,4448,496
1.45,500,759.6,1.3164,0.0000,4448,496
1.45,500,770.4,1.2980,0.0000,4448,496
1.46,500,753.5,1.3272,0.0000,4448,496
1.46,500,512.4,1.9516,0.0000,4448,496
1.46,500,545.0,1.8347,0.0000,4448,496
1.46,500,601.2,1.6634,0.0000,4448,496
1.46,500,584.8,1.7100,0.0000,4448,496
1.46,500,617.4,1.6198,0.0000,4448,496
1.47,500,288.2,3.4696,1.6086,4448,496
1.47,500,452.1,2.2119,0.0000,4448,496
1.47,500,593.0,1.6862,0.0000,4448,496
1.47,500,652.0,1.5337,0.0000,4448,496
1.48,500,445.9,2.2426,0.0000,4448,496
1.48,500,488.0,2.0491,0.0000,4448,496
1.48,500,553.7,1.8060,0.0000,4448,496
1.48,500,608.6,1.6431,0.0000,4448,496
1.48,500,456.8,2.1890,0.0000,4448,496
1.49,500,674.8,1.4819,0.0000,4448,495
1.49,500,277.8,3.5991,1.3834,4449,495
1.49,500,755.1,1.3243,0.0000,4449,495
1.49,500,722.5,1.3841,0.0000,4449,495
1.49,500,683.4,1.4632,0.0000,4449,495
1.49,500,739.1,1.3530,0.0000,4449,495
1.50,500,742.3,1.3472,0.0000,4449,495
1.50,500,510.9,1.9574,0.0000,4449,495
1.50,500,758.6,1.3182,0.0000,4449,495
1.50,500,761.0,1.3141,0.0000,4449,495
1.50,500,498.6,2.0057,0.0000,4449,495
1.50,500,720.4,1.3881,0.0000,4449,495
1.50,500,758.4,1.3185,0.0000,4449,495
1.51,500,326.4,3.0638,1.4750,4449,495
1.51,500,504.5,1.9821,0.0000,4449,495
1.51,500,760.6,1.3147,0.0000,4449,495
1.51,500,749.1,1.3350,0.0000,4449,495
1.51,500,756.2,1.3224,0.0000,4449,495
1.52,500,749.7,1.3339,0.0000,4449,495
1.52,500,761.9,1.3125,0.0000,4449,495
1.52,500,771.0,1.2971,0.0000,4449,495
1.52,500,758.4,1.3185,0.0000,4449,495
1.52,500,767.5,1.3029,0.0000,4449,495
1.52,500,706.4,1.4157,0.0000,4449,495
1.52,500,762.9,1.3108,0.0000,4449,495
1.52,500,756.4,1.3220,0.0000,4449,495
1.53,500,745.2,1.3419,0.0000,4449,493
1.53,500,295.0,3.3903,1.4069,4450,493
1.53,500,509.1,1.9642,0.0000,4450,493
1.53,500,508.9,1.9650,0.0000,4450,493
1.53,500,613.2,1.6308,0.0000,4450,493
1.54,500,473.3,2.1130,0.0000,4450,493
1.54,500,742.9,1.3461,0.0000,4450,493
1.54,500,687.6,1.4543,0.0000,4450,493
1.54,500,726.8,1.3759,0.0000,4450,493
1.54,500,737.8,1.3553,0.0000,4450,493
1.54,500,739.9,1.3515,0.0000,4450,493
1.55,500,734.0,1.3624,0.0000,4450,493
1.55,500,315.7,3.1673,1.6147,4450,493
1.55,500,191.4,5.2255,0.0000,4448,493
1.56,500,91.6,10.9153,0.0000,4448,493
1.57,500,453.7,2.2041,0.0000,4448,493
1.57,500,279.6,3.5760,1.7280,4448,493
1.57,500,700.1,1.4284,0.0000,4448,493
1.57,500,707.2,1.4141,0.0000,4448,493
1.58,500,436.5,2.2907,0.0000,4448,493
1.58,500,410.4,2.4364,0.0000,4448,493
1.58,500,644.2,1.5523,0.0000,4448,493
1.58,500,589.0,1.6977,0.0000,4448,493
1.58,500,569.0,1.7575,0.0000,4448,493
1.58,500,676.5,1.4782,0.0000,4448,493
1.59,500,704.4,1.4196,0.0000,4448,493
1.59,500,314.1,3.1833,1.5423,4448,493
1.59,500,717.2,1.3943,0.0000,4448,493
1.59,500,724.7,1.3798,0.0000,4448,493
1.59,500,462.3,2.1632,0.0000,4448,493
1.60,500,736.6,1.3576,0.0000,4448,493
1.60,500,736.2,1.3584,0.0000,4448,493
1.60,500,572.1,1.7480,0.0000,4447,493
1.60,500,536.6,1.8637,0.0000,4447,493
1.60,500,559.5,1.7874,0.0000,4447,493
1.60,500,369.6,2.7053,0.0000,4447,493
1.61,500,294.3,3.3981,1.7361,4447,493
1.61,500,495.7,2.0175,0.0000,4447,493
1.61,500,508.1,1.9683,0.0000,4447,493
1.61,500,741.3,1.3489,0.0000,4447,493
1.61,500,723.9,1.3815,0.0000,4447,493
1.62,500,537.5,1.8606,0.0000,4447,493
1.62,500,597.7,1.6730,0.0000,4447,493
1.62,500,739.9,1.3515,0.0000,4447,493
1.62,500,742.9,1.3460,0.0000,4447,493
1.62,500,751.5,1.3307,0.0000,4447,493
1.62,500,743.1,1.3457,0.0000,4447,493
1.63,500,754.3,1.3257,0.0000,4447,493
1.63,500,317.5,3.1498,1.4909,4447,493
1.63,500,720.6,1.3878,0.0000,4447,493
1.63,500,722.9,1.3834,0.0000,4448,493
1.63,500,674.4,1.4827,0.0000,4448,493
1.63,500,683.1,1.4639,0.0000,4448,493
1.64,500,651.8,1.5342,0.0000,4448,493
1.64,500,727.9,1.3739,0.0000,4448,493
1.64,500,689.0,1.4514,0.0000,4448,493
1.64,500,687.9,1.4536,0.0000,4448,493
1.64,500,694.0,1.4410,0.0000,4448,493
1.64,500,695.8,1.4373,0.0000,4448,493
1.64,500,695.9,1.4370,0.0000,4448,493
1.65,500,682.9,1.4643,0.0000,4448,493
1.65,500,296.6,3.3721,1.6965,4448,493
1.65,500,706.0,1.4165,0.0000,4448,493
1.65,500,535.8,1.8662,0.0000,4448,493
1.65,500,479.3,2.0865,0.0000,4448,493
1.66,500,541.2,1.8476,0.0000,4448,493
1.66,500,471.9,2.1192,0.0000,4448,493
1.66,500,677.9,1.4752,0.0000,4448,493
1.66,500,698.4,1.4319,0.0000,4448,493
1.66,500,699.8,1.4289,0.0000,4448,493
1.66,500,657.5,1.5210,0.0000,4448,493
1.67,500,675.2,1.4811,0.0000,4448,493
1.67,500,298.8,3.3468,1.5547,4448,493
1.67,500,452.3,2.2110,0.0000,4448,493
1.67,500,660.9,1.5131,0.0000,4448,493
1.67,500,710.1,1.4082,0.0000,4448,493
1.68,500,721.6,1.3859,0.0000,4448,493
1.68,500,630.1,1.5870,0.0000,4448,493
1.68,500,483.3,2.0691,0.0000,4448,493
1.68,500,438.1,2.2825,0.0000,4449,493
1.68,500,580.6,1.7223,0.0000,4449,493
1.69,500,472.3,2.1171,0.0000,4449,493
1.69,500,307.6,3.2505,1.6104,4449,493
1.69,500,714.1,1.4003,0.0000,4449,493
1.69,500,707.6,1.4132,0.0000,4449,493
1.69,500,639.8,1.5631,0.0000,4449,493
1.69,500,730.4,1.3691,0.0000,4449,493
1.70,500,485.1,2.0616,0.0000,4449,493
1.70,500,732.9,1.3645,0.0000,4449,493
1.70,500,731.3,1.3674,0.0000,4449,493
1.70,500,708.1,1.4123,0.0000,4449,493
1.70,500,481.1,2.0787,0.0000,4449,493
1.70,500,705.5,1.4175,0.0000,4449,493
1.71,500,668.0,1.4969,0.0000,4449,493
1.71,500,152.2,6.5696,1.6951,4447,493
1.71,500,577.9,1.7304,0.0000,4447,493
1.72,500,485.1,2.0615,0.0000,4447,493
1.72,500,717.0,1.3947,0.0000,4447,493
1.72,500,725.2,1.3790,0.0000,4447,493
1.72,500,697.9,1.4328,0.0000,4447,493
1.72,500,723.4,1.3823,0.0000,4447,493
1.72,500,705.7,1.4170,0.0000,4447,493
1.72,500,526.8,1.8983,0.0000,4447,493
1.73,500,396.7,2.5211,0.0000,4447,493
1.73,500,279.2,3.5816,1.7575,4447,493
1.73,500,458.8,2.1794,0.0000,4447,493
1.73,500,486.6,2.0551,0.0000,4447,493
1.74,500,676.2,1.4788,0.0000,4447,493
1.74,500,698.0,1.4327,0.0000,4447,493
1.74,500,477.6,2.0937,0.0000,4447,493
1.74,500,661.4,1.5120,0.0000,4448,493
1.74,500,705.0,1.4185,0.0000,4448,493
1.74,500,701.7,1.4251,0.0000,4448,493
1.75,500,667.9,1.4973,0.0000,4448,493
1.75,500,268.0,3.7320,1.6784,4448,493
1.75,500,665.7,1.5022,0.0000,4448,493
1.75,500,471.9,2.1193,0.0000,4448,493
1.75,500,648.9,1.5410,0.0000,4448,493
1.76,500,694.1,1.4408,0.0000,4448,493
1.76,500,699.9,1.4288,0.0000,4448,493
1.76,500,708.5,1.4115,0.0000,4448,493
1.76,500,682.0,1.4663,0.0000,4448,493
1.76,500,686.1,1.4575,0.0000,4448,493
1.76,500,669.6,1.4934,0.0000,4448,493
1.76,500,696.8,1.4352,0.0000,4448,494
1.77,500,267.7,3.7350,1.5513,4448,494
1.77,500,461.2,2.1684,0.0000,4448,494
1.77,500,456.7,2.1894,0.0000,4448,494
1.77,500,642.5,1.5565,0.0000,4448,494
1.78,500,702.0,1.4245,0.0000,4448,494
1.78,500,734.2,1.3621,0.0000,4448,494
1.78,500,705.2,1.4181,0.0000,4448,494
1.78,500,738.7,1.3538,0.0000,4448,494
1.78,500,739.3,1.3527,0.0000,4448,494
1.78,500,734.9,1.3608,0.0000,4448,494
1.78,500,695.3,1.4382,0.0000,4448,494
1.79,500,473.8,2.1107,0.0000,4448,494
1.79,500,299.0,3.3443,1.6539,4448,494
1.79,500,638.0,1.5675,0.0000,4448,494
1.79,500,695.4,1.4381,0.0000,4448,494
1.79,500,742.9,1.3460,0.0000,4448,494
1.80,500,737.8,1.3553,0.0000,4448,494
1.80,500,729.1,1.3715,0.0000,4448,494
1.80,500,754.4,1.3256,0.0000,4448,494
1.80,500,751.7,1.3303,0.0000,4448,494
1.80,500,722.3,1.3845,0.0000,4448,494
1.80,500,680.8,1.4688,0.0000,4448,494
1.80,500,632.2,1.5818,0.0000,4449,494
1.81,500,582.1,1.7180,0.0000,4449,494
1.81,500,305.5,3.2736,1.5992,4449,494
1.81,500,676.3,1.4786,0.0000,4449,494
1.81,500,678.7,1.4734,0.0000,4449,494
1.81,500,499.5,2.0019,0.0000,4449,494
1.82,500,737.6,1.3557,0.0000,4449,494
1.82,500,708.0,1.4125,0.0000,4449,494
1.82,500,539.2,1.8547,0.0000,4449,494
1.82,500,462.9,2.1601,0.0000,4449,494
1.82,500,486.4,2.0561,0.0000,4449,494
1.82,500,591.3,1.6912,0.0000,4449,494
1.83,500,467.5,2.1391,0.0000,4449,494
1.83,500,303.4,3.2956,1.5983,4449,494
1.83,500,723.7,1.3817,0.0000,4449,494
1.83,500,726.4,1.3766,0.0000,4449,494
1.83,500,722.0,1.3851,0.0000,4449,494
1.84,500,498.9,2.0044,0.0000,4449,494
1.84,500,649.9,1.5388,0.0000,4449,494
1.84,500,679.0,1.4727,0.0000,4449,494
1.84,500,725.4,1.3785,0.0000,4449,494
1.84,500,735.0,1.3606,0.0000,4449,494
1.84,500,708.4,1.4117,0.0000,4449,494
1.84,500,707.1,1.4142,0.0000,4449,494
1.85,500,699.0,1.4307,0.0000,4449,494
1.85,500,282.6,3.5383,1.6808,4449,494
1.85,500,651.8,1.5343,0.0000,4449,494
1.85,500,730.5,1.3690,0.0000,4449,494
1.85,500,733.8,1.3628,0.0000,4449,494
1.86,500,758.7,1.3180,0.0000,4450,494
1.86,500,247.7,4.0367,0.0000,4447,494
1.86,500,724.4,1.3805,0.0000,4447,494
1.86,500,723.0,1.3831,0.0000,4448,494
1.86,500,653.5,1.5302,0.0000,4447,494
1.86,500,694.2,1.4404,0.0000,4448,494
1.87,500,295.6,3.3828,1.5919,4448,494
1.87,500,486.3,2.0564,0.0000,4448,494
1.87,500,670.4,1.4917,0.0000,4448,494
1.87,500,577.3,1.7323,0.0000,4448,494
1.88,500,602.4,1.6601,0.0000,4448,494
1.88,500,629.4,1.5889,0.0000,4448,494
1.88,500,669.2,1.4943,0.0000,4448,494
1.88,500,694.7,1.4394,0.0000,4448,494
1.88,500,727.9,1.3738,0.0000,4448,494
1.88,500,734.4,1.3617,0.0000,4448,494
1.88,500,727.7,1.3741,0.0000,4448,494
1.89,500,728.8,1.3721,0.0000,4448,494
1.89,500,283.6,3.5265,1.8199,4448,494
1.89,500,699.8,1.4290,0.0000,4448,494
1.89,500,713.9,1.4008,0.0000,4448,494
1.89,500,623.6,1.6037,0.0000,4448,494
1.89,500,717.6,1.3936,0.0000,4448,494
1.90,500,694.2,1.4406,0.0000,4448,494
1.90,500,690.3,1.4486,0.0000,4448,494
1.90,500,721.3,1.3863,0.0000,4448,494
1.90,500,702.8,1.4228,0.0000,4448,494
1.90,500,745.8,1.3408,0.0000,4448,494
1.90,500,744.2,1.3438,0.0000,4448,494
1.90,500,739.3,1.3526,0.0000,4448,494
1.91,500,742.5,1.3468,0.0000,4448,494
1.91,500,304.2,3.2875,1.5862,4448,494
1.91,500,482.5,2.0725,0.0000,4448,494
1.91,500,674.3,1.4830,0.0000,4448,494
1.91,500,700.7,1.4272,0.0000,4448,494
1.92,500,727.1,1.3753,0.0000,4448,494
1.92,500,739.4,1.3524,0.0000,4448,494
1.92,500,724.8,1.3797,0.0000,4448,494
1.92,500,736.2,1.3583,0.0000,4448,494
1.92,500,742.7,1.3464,0.0000,4448,494
1.92,500,564.5,1.7715,0.0000,4448,494
1.92,500,583.0,1.7152,0.0000,4448,494
1.93,500,525.1,1.9045,0.0000,4448,494
1.93,500,248.8,4.0189,1.6781,4448,494
1.93,500,578.5,1.7285,0.0000,4448,494
1.93,500,732.8,1.3647,0.0000,4448,494
1.93,500,714.5,1.3996,0.0000,4448,494
1.94,500,706.0,1.4164,0.0000,4448,494
1.94,500,712.8,1.4030,0.0000,4448,494
1.94,500,662.7,1.5089,0.0000,4448,494
1.94,500,723.0,1.3832,0.0000,4449,494
1.94,500,712.1,1.4042,0.0000,4449,494
1.94,500,690.0,1.4492,0.0000,4449,494
1.94,500,743.3,1.3454,0.0000,4449,494
1.95,500,626.6,1.5959,0.0000,4449,493
1.95,500,279.3,3.5802,1.5690,4449,493
1.95,500,597.7,1.6732,0.0000,4449,493
1.95,500,658.4,1.5188,0.0000,4449,493
1.95,500,665.6,1.5025,0.0000,4449,493
1.96,500,642.1,1.5575,0.0000,4449,493
1.96,500,667.7,1.4977,0.0000,4449,493
1.96,500,673.4,1.4851,0.0000,4449,493
1.96,500,717.4,1.3940,0.0000,4449,493
1.96,500,649.9,1.5388,0.0000,4449,493
1.96,500,727.1,1.3754,0.0000,4449,493
1.96,500,730.1,1.3696,0.0000,4449,493
1.97,500,746.4,1.3398,0.0000,4449,493
1.97,500,307.9,3.2483,1.5762,4449,493
1.97,500,703.9,1.4206,0.0000,4449,493
1.97,500,732.7,1.3649,0.0000,4449,493
1.97,500,725.7,1.3779,0.0000,4449,493
1.97,500,741.1,1.3494,0.0000,4449,493
1.98,500,635.7,1.5731,0.0000,4449,493
1.98,500,637.3,1.5690,0.0000,4449,493
1.98,500,725.6,1.3782,0.0000,4449,493
1.98,500,726.5,1.3764,0.0000,4449,493
1.98,500,381.6,2.6206,0.0000,4449,493
1.98,500,588.0,1.7008,0.0000,4449,493
1.99,500,217.1,4.6057,2.4605,4449,493
1.99,500,442.9,2.2579,0.0000,4449,493
1.99,500,516.0,1.9380,0.0000,4449,493
2.00,500,668.4,1.4961,0.0000,4449,493
2.00,500,673.4,1.4849,0.0000,4449,493
2.00,500,673.7,1.4844,0.0000,4449,493
2.00,500,685.7,1.4583,0.0000,4449,493
2.00,500,654.3,1.5284,0.0000,4449,493
2.00,500,657.1,1.5218,0.0000,4450,493
2.00,500,687.1,1.4553,0.0000,4450,493
2.01,500,450.9,2.2177,0.0000,4450,493
2.01,500,272.7,3.6665,1.7908,4450,493
2.01,500,237.7,4.2063,0.0000,4448,493
2.02,500,629.0,1.5899,0.0000,4448,493
2.02,500,696.5,1.4358,0.0000,4448,493
2.02,500,715.1,1.3985,0.0000,4448,493
2.02,500,652.7,1.5322,0.0000,4448,493
2.02,500,682.9,1.4643,0.0000,4448,493
2.02,500,677.6,1.4759,0.0000,4448,493
2.02,500,679.3,1.4722,0.0000,4448,493
2.03,500,683.4,1.4632,0.0000,4448,493
2.03,500,302.0,3.3117,1.5782,4448,493
2.03,500,683.9,1.4621,0.0000,4448,493
2.03,500,712.9,1.4028,0.0000,4448,493
2.03,500,743.3,1.3453,0.0000,4448,493
2.03,500,711.5,1.4054,0.0000,4448,493
2.04,500,568.2,1.7599,0.0000,4448,493
2.04,500,499.4,2.0026,0.0000,4448,493
2.04,500,602.8,1.6589,0.0000,4448,493
2.04,500,662.6,1.5092,0.0000,4448,493
2.04,500,672.7,1.4866,0.0000,4448,493
2.04,500,625.0,1.5999,0.0000,4448,493
2.05,500,295.3,3.3860,1.6394,4448,493
2.05,500,680.8,1.4688,0.0000,4448,493
2.05,500,675.9,1.4796,0.0000,4448,493
2.05,500,670.1,1.4923,0.0000,4448,493
2.05,500,686.1,1.4575,0.0000,4448,493
2.06,500,647.8,1.5437,0.0000,4448,493
2.06,500,673.4,1.4849,0.0000,4448,493
2.06,500,690.4,1.4485,0.0000,4448,493
2.06,500,651.5,1.5350,0.0000,4448,493
2.06,500,369.4,2.7072,0.0000,4448,493
2.06,500,518.4,1.9292,0.0000,4448,493
2.07,500,290.5,3.4426,1.6904,4448,493
2.07,500,470.1,2.1271,0.0000,4448,493
2.07,500,455.2,2.1966,0.0000,4448,493
2.07,500,691.2,1.4467,0.0000,4448,493
2.08,500,689.7,1.4498,0.0000,4449,493
2.08,500,455.4,2.1957,0.0000,4449,493
2.08,500,673.9,1.4838,0.0000,4449,493
2.08,500,679.8,1.4711,0.0000,4449,493
2.08,500,687.5,1.4545,0.0000,4449,493
2.08,500,723.1,1.3830,0.0000,4449,493
2.08,500,716.9,1.3949,0.0000,4449,493
2.09,500,313.4,3.1908,1.5930,4449,493
2.09,500,730.8,1.3684,0.0000,4449,493
2.09,500,747.4,1.3380,0.0000,4449,493
2.09,500,583.4,1.7141,0.0000,4449,493
2.09,500,596.6,1.6763,0.0000,4449,493
2.10,500,494.8,2.0212,0.0000,4449,493
2.10,500,737.5,1.3560,0.0000,4449,493
2.10,500,749.2,1.3347,0.0000,4449,493
2.10,500,736.6,1.3576,0.0000,4449,493
2.10,500,744.8,1.3427,0.0000,4449,493
2.10,500,742.3,1.3471,0.0000,4449,493
2.10,500,748.9,1.3353,0.0000,4449,493
2.11,500,738.6,1.3539,0.0000,4449,493
2.11,500,291.4,3.4318,1.5108,4449,493
2.11,500,617.9,1.6184,0.0000,4449,493
2.11,500,677.7,1.4755,0.0000,4449,493
2.11,500,532.9,1.8765,0.0000,4449,493
2.12,500,628.5,1.5912,0.0000,4449,493
2.12,500,754.9,1.3246,0.0000,4449,493
2.12,500,758.0,1.3193,0.0000,4449,493
2.12,500,739.5,1.3523,0.0000,4449,493
2.12,500,496.5,2.0140,0.0000,4449,493
2.12,500,724.8,1.3796,0.0000,4449,493
2.12,500,768.3,1.3016,0.0000,4449,493
2.13,500,664.3,1.5054,0.0000,4449,492
2.13,500,405.2,2.4679,0.8294,4449,492
2.13,500,733.7,1.3629,0.0000,4449,492
2.13,500,751.1,1.3314,0.0000,4450,492
2.13,500,745.8,1.3408,0.0000,4450,492
2.13,500,753.5,1.3272,0.0000,4450,492
2.14,500,718.3,1.3922,0.0000,4450,492
2.14,500,719.6,1.3897,0.0000,4450,492
2.14,500,509.4,1.9631,0.0000,4450,492
2.14,500,747.3,1.3382,0.0000,4450,492
2.14,500,720.2,1.3886,0.0000,4450,492
2.14,500,754.1,1.3261,0.0000,4450,492
2.14,500,755.9,1.3229,0.0000,4450,492
2.15,500,750.8,1.3319,0.0000,4450,492
2.15,500,322.5,3.1003,1.5355,4450,492
2.15,500,745.0,1.3422,0.0000,4450,492
2.15,500,744.2,1.3438,0.0000,4450,492
2.15,500,758.6,1.3183,0.0000,4450,492
2.15,500,753.6,1.3270,0.0000,4450,492
2.15,500,763.1,1.3105,0.0000,4450,492
2.16,500,732.3,1.3656,0.0000,4450,492
2.16,500,250.0,3.9999,0.0000,4450,492
2.16,500,729.6,1.3706,0.0000,4448,492
2.16,500,729.4,1.3710,0.0000,4448,492
2.16,500,758.4,1.3185,0.0000,4448,492
2.17,500,744.3,1.3436,0.0000,4448,492
2.17,500,324.2,3.0843,1.4765,4448,492
2.17,500,752.1,1.3296,0.0000,4448,492
2.17,500,738.0,1.3550,0.0000,4448,492
2.17,500,634.8,1.5752,0.0000,4448,492
2.17,500,741.7,1.3483,0.0000,4448,492
2.18,500,726.7,1.3761,0.0000,4448,492
2.18,500,744.3,1.3435,0.0000,4448,492
2.18,500,752.1,1.3296,0.0000,4448,492
2.18,500,753.5,1.3272,0.0000,4448,492
2.18,500,754.3,1.3257,0.0000,4448,492
2.18,500,727.2,1.3751,0.0000,4448,492
2.18,500,750.7,1.3321,0.0000,4448,492
2.19,500,765.5,1.3064,0.0000,4448,492
2.19,500,279.4,3.5796,1.5191,4448,492
2.19,500,586.9,1.7038,0.0000,4448,492
2.19,500,706.4,1.4157,0.0000,4448,492
2.19,500,479.4,2.0859,0.0000,4448,492
2.20,500,712.8,1.4029,0.0000,4448,492
2.20,500,674.6,1.4823,0.0000,4448,492
2.20,500,741.0,1.3495,0.0000,4448,492
2.20,500,638.3,1.5667,0.0000,4448,492
2.20,500,623.8,1.6032,0.0000,4448,492
2.20,500,637.9,1.5676,0.0000,4448,492
2.20,500,691.5,1.4462,0.0000,4448,492
2.21,500,680.2,1.4701,0.0000,4448,492
2.21,500,258.2,3.8734,1.9992,4449,492
2.21,500,734.6,1.3613,0.0000,4449,492
2.21,500,753.4,1.3274,0.0000,4449,492
2.21,500,725.2,1.3790,0.0000,4449,492
2.22,500,735.4,1.3598,0.0000,4449,492
2.22,500,748.3,1.3364,0.0000,4449,492
2.22,500,756.6,1.3217,0.0000,4449,492
2.22,500,675.7,1.4799,0.0000,4449,492
2.22,500,704.8,1.4189,0.0000,4449,492
2.22,500,713.6,1.4014,0.0000,4449,492
2.22,500,690.9,1.4473,0.0000,4449,492
2.22,500,649.8,1.5389,0.0000,4449,492
2.23,500,291.0,3.4364,1.7714,4449,492
2.23,500,726.9,1.3758,0.0000,4449,492
2.23,500,695.7,1.4375,0.0000,4449,492
2.23,500,707.7,1.4130,0.0000,4449,492
2.23,500,713.8,1.4009,0.0000,4449,492
2.24,500,626.5,1.5961,0.0000,4449,492
2.24,500,712.7,1.4031,0.0000,4449,492
2.24,500,719.2,1.3904,0.0000,4449,492
2.24,500,705.2,1.4180,0.0000,4449,492
2.24,500,656.1,1.5241,0.0000,4449,492
2.24,500,713.8,1.4010,0.0000,4449,492
2.24,500,686.9,1.4559,0.0000,4449,492
2.25,500,696.2,1.4364,0.0000,4449,490
2.25,500,312.4,3.2009,1.5722,4449,490
2.25,500,737.2,1.3564,0.0000,4449,490
2.25,500,509.0,1.9645,0.0000,4449,490
2.25,500,527.3,1.8964,0.0000,4449,490
2.26,500,618.0,1.6182,0.0000,4449,490
2.26,500,532.9,1.8766,0.0000,4449,490
2.26,500,752.6,1.3288,0.0000,4449,490
2.26,500,742.0,1.3478,0.0000,4449,490
2.26,500,756.6,1.3217,0.0000,4449,490
2.26,500,765.5,1.3063,0.0000,4449,490
2.26,500,752.8,1.3283,0.0000,4449,490
2.27,500,731.6,1.3669,0.0000,4449,490
2.27,500,284.7,3.5122,1.7185,4449,490
2.27,500,739.5,1.3522,0.0000,4449,490
2.27,500,746.7,1.3393,0.0000,4449,490
2.27,500,712.7,1.4032,0.0000,4449,490
2.27,500,747.7,1.3374,0.0000,4449,490
2.28,500,736.5,1.3577,0.0000,4449,490
2.28,500,766.2,1.3052,0.0000,4449,490
2.28,500,758.7,1.3181,0.0000,4450,490
2.28,500,759.1,1.3174,0.0000,4450,490
2.28,500,762.4,1.3117,0.0000,4450,490
2.28,500,727.5,1.3746,0.0000,4450,490
2.28,500,762.3,1.3119,0.0000,4450,490
2.29,500,506.8,1.9732,0.0000,4450,489
2.29,500,314.7,3.1777,1.4832,4450,489
2.29,500,480.2,2.0826,0.0000,4450,489
2.29,500,564.1,1.7726,0.0000,4450,489
2.29,500,556.0,1.7987,0.0000,4450,489
2.30,500,709.5,1.4094,0.0000,4450,489
2.30,500,459.7,2.1751,0.0000,4450,489
2.30,500,703.4,1.4217,0.0000,4450,489
2.30,500,697.2,1.4344,0.0000,4450,489
2.30,500,703.6,1.4212,0.0000,4450,489
2.30,500,699.8,1.4289,0.0000,4450,489
2.31,500,242.9,4.1175,0.0000,4450,489
2.31,500,323.0,3.0959,1.4017,4448,489
2.31,500,752.4,1.3291,0.0000,4448,489
2.31,500,696.0,1.4368,0.0000,4448,489
2.32,500,515.6,1.9396,0.0000,4448,489
2.32,500,757.7,1.3197,0.0000,4448,489
2.32,500,762.8,1.3109,0.0000,4448,489
