Time,ObjectCount,FPS,FrameTime(ms),PhysicsTime(ms),TotalMemory(MB),ActiveObjects
2.87,500,487.4,2.0519,0.0000,1116,500
2.87,500,312.7,3.1981,0.9880,1116,500
2.87,500,407.6,2.4533,0.0000,1116,500
2.87,500,429.7,2.3272,0.0000,1116,500
2.88,500,555.5,1.8001,0.0000,1116,500
2.88,500,431.2,2.3190,0.0000,1116,500
2.88,500,408.9,2.4454,0.0000,1116,500
2.88,500,396.3,2.5235,0.0000,1116,500
2.89,500,438.1,2.2826,0.0000,1116,500
2.89,500,487.6,2.0510,0.0000,1116,498
2.89,500,378.1,2.6449,0.4319,1116,498
2.89,500,482.7,2.0718,0.0000,1116,498
2.89,500,488.0,2.0493,0.0000,1116,498
2.90,500,718.4,1.3919,0.0000,1116,498
2.90,500,476.7,2.0979,0.0000,1116,498
2.90,500,479.5,2.0855,0.0000,1117,498
2.90,500,491.6,2.0341,0.0000,1117,498
2.90,500,490.9,2.0369,0.0000,1117,498
2.91,500,690.7,1.4478,0.0000,1117,498
2.91,500,489.4,2.0433,0.0000,1117,498
2.91,500,334.8,2.9873,0.4163,1117,498
2.91,500,432.2,2.3136,0.0000,1117,498
2.91,500,455.6,2.1948,0.0000,1117,498
2.92,500,689.7,1.4500,0.0000,1117,498
2.92,500,459.3,2.1774,0.0000,1117,498
2.92,500,430.7,2.3218,0.0000,1117,498
2.92,500,489.5,2.0431,0.0000,1117,498
2.92,500,698.5,1.4317,0.0000,1117,498
2.93,500,495.1,2.0197,0.0000,1117,498
2.93,500,364.5,2.7438,0.4167,1118,498
2.93,500,487.0,2.0534,0.0000,1118,498
2.93,500,692.9,1.4432,0.0000,1118,498
2.93,500,716.7,1.3952,0.0000,1118,498
2.94,500,490.7,2.0379,0.0000,1118,498
2.94,500,493.1,2.0280,0.0000,1118,498
2.94,500,488.6,2.0466,0.0000,1118,498
2.94,500,660.7,1.5135,0.0000,1118,498
2.94,500,694.8,1.4392,0.0000,1118,498
2.95,500,397.6,2.5154,0.0000,1118,498
2.95,500,532.2,1.8790,0.0000,1118,500
2.95,500,343.3,2.9125,0.5401,1118,500
2.95,500,568.7,1.7583,0.0000,1118,500
2.95,500,679.5,1.4716,0.0000,1118,500
2.96,500,473.0,2.1143,0.0000,1118,500
2.96,500,482.6,2.0723,0.0000,1118,500
2.96,500,675.3,1.4809,0.0000,1118,500
2.96,500,489.5,2.0428,0.0000,1118,500
2.96,500,480.4,2.0816,0.0000,1118,500
2.96,500,692.1,1.4448,0.0000,1118,500
2.97,500,495.4,2.0184,0.0000,1119,500
2.97,500,430.3,2.3237,0.4563,1119,500
2.97,500,486.6,2.0551,0.0000,1119,500
2.97,500,679.8,1.4711,0.0000,1119,500
2.98,500,211.8,4.7216,0.0000,1116,500
2.98,500,475.9,2.1012,0.0000,1116,500
2.98,500,715.7,1.3972,0.0000,1116,500
2.98,500,705.3,1.4179,0.0000,1116,500
2.98,500,688.3,1.4529,0.0000,1116,500
2.99,500,700.5,1.4275,0.0000,1116,500
2.99,500,487.2,2.0526,0.0000,1116,499
2.99,500,365.6,2.7352,0.5000,1116,499
2.99,500,679.8,1.4711,0.0000,1116,499
2.99,500,487.4,2.0519,0.0000,1116,499
2.99,500,689.6,1.4502,0.0000,1116,499
3.00,500,699.4,1.4297,0.0000,1116,499
3.00,500,706.4,1.4157,0.0000,1116,499
3.00,500,485.5,2.0598,0.0000,1116,499
3.00,500,703.2,1.4221,0.0000,1116,499
3.00,500,494.2,2.0234,0.0000,1116,499
3.00,500,691.8,1.4454,0.0000,1116,499
3.01,500,454.3,2.2010,0.0000,1117,500
3.01,500,353.4,2.8297,0.5042,1117,500
3.01,500,480.2,2.0826,0.0000,1117,500
3.01,500,707.7,1.4130,0.0000,1117,500
3.02,500,484.0,2.0660,0.0000,1117,500
3.02,500,481.7,2.0760,0.0000,1117,500
3.02,500,486.0,2.0577,0.0000,1117,500
3.02,500,383.9,2.6049,0.0000,1117,500
3.02,500,674.3,1.4831,0.0000,1117,500
3.03,500,489.3,2.0437,0.0000,1117,500
3.03,500,492.9,2.0289,0.0000,1117,500
3.03,500,365.8,2.7336,0.4796,1117,500
3.03,500,448.5,2.2298,0.0000,1117,500
3.03,500,424.1,2.3578,0.0000,1117,500
3.04,500,695.2,1.4385,0.0000,1117,500
3.04,500,461.3,2.1679,0.0000,1118,500
3.04,500,474.4,2.1078,0.0000,1118,500
3.04,500,649.9,1.5387,0.0000,1118,500
3.04,500,374.7,2.6691,0.0000,1118,500
3.05,500,407.8,2.4524,0.0000,1118,500
3.05,500,426.5,2.3447,0.4448,1118,500
3.05,500,708.9,1.4107,0.0000,1118,500
3.05,500,487.8,2.0500,0.0000,1118,500
3.06,500,451.7,2.2138,0.0000,1118,500
3.06,500,437.0,2.2885,0.0000,1118,500
3.06,500,562.5,1.7777,0.0000,1118,500
3.06,500,602.8,1.6590,0.0000,1118,500
3.06,500,397.3,2.5169,0.0000,1118,500
3.07,500,633.4,1.5787,0.0000,1118,500
3.07,500,572.4,1.7471,0.0000,1118,500
3.07,500,330.5,3.0253,0.4595,1118,500
3.07,500,516.7,1.9355,0.0000,1118,500
3.07,500,438.4,2.2811,0.0000,1118,500
3.08,500,576.3,1.7351,0.0000,1118,500
3.08,500,623.7,1.6033,0.0000,1118,500
3.08,500,587.1,1.7034,0.0000,1118,500
3.08,500,479.7,2.0848,0.0000,1119,500
3.08,500,479.8,2.0840,0.0000,1119,500
3.09,500,479.5,2.0854,0.0000,1119,500
3.09,500,446.6,2.2389,0.0000,1119,500
3.09,500,479.9,2.0837,0.4683,1119,500
3.09,500,687.9,1.4536,0.0000,1119,500
3.09,500,694.2,1.4406,0.0000,1119,500
3.09,500,687.2,1.4552,0.0000,1119,500
3.10,500,697.8,1.4330,0.0000,1119,500
3.10,500,485.3,2.0604,0.0000,1119,500
3.10,500,698.1,1.4324,0.0000,1119,500
3.10,500,659.7,1.5158,0.0000,1119,500
3.10,500,721.8,1.3854,0.0000,1119,500
3.10,500,485.9,2.0581,0.0000,1119,500
3.11,500,691.1,1.4469,0.0000,1119,500
3.11,500,711.9,1.4046,0.0000,1119,500
3.11,500,484.5,2.0641,0.4939,1119,500
3.11,500,709.6,1.4092,0.0000,1119,500
3.11,500,489.9,2.0413,0.0000,1119,500
3.11,500,656.8,1.5226,0.0000,1119,500
3.12,500,416.5,2.4010,0.0000,1119,500
3.12,500,405.4,2.4665,0.0000,1120,500
3.12,500,416.7,2.3997,0.0000,1120,500
3.12,500,612.3,1.6332,0.0000,1120,500
3.13,500,416.7,2.4000,0.0000,1120,500
3.13,500,628.3,1.5916,0.0000,1120,500
3.13,500,168.7,5.9277,0.5160,1117,500
3.14,500,109.6,9.1271,0.0000,1117,500
3.14,500,470.9,2.1235,0.0000,1117,500
3.15,500,447.0,2.2371,0.0000,1117,500
3.15,500,356.0,2.8092,0.5445,1117,500
3.15,500,482.8,2.0713,0.0000,1117,500
3.15,500,489.5,2.0429,0.0000,1118,500
3.16,500,491.1,2.0361,0.0000,1118,500
3.16,500,482.2,2.0740,0.0000,1118,500
3.16,500,481.5,2.0770,0.0000,1118,500
3.16,500,694.5,1.4399,0.0000,1118,500
3.16,500,471.9,2.1193,0.0000,1118,500
3.16,500,701.1,1.4264,0.0000,1118,500
3.17,500,491.3,2.0356,0.0000,1118,500
3.17,500,353.7,2.8269,0.5701,1118,500
3.17,500,702.1,1.4243,0.0000,1118,500
3.17,500,703.0,1.4224,0.0000,1118,500
3.17,500,693.3,1.4423,0.0000,1118,500
3.18,500,493.6,2.0261,0.0000,1118,500
3.18,500,469.0,2.1320,0.0000,1118,500
3.18,500,482.2,2.0738,0.0000,1118,500
3.18,500,479.2,2.0866,0.0000,1118,500
3.18,500,707.3,1.4138,0.0000,1118,500
3.19,500,491.0,2.0367,0.0000,1119,500
3.19,500,698.8,1.4310,0.0000,1119,500
3.19,500,367.6,2.7204,0.5078,1119,500
3.19,500,699.1,1.4305,0.0000,1119,500
3.19,500,687.5,1.4545,0.0000,1119,500
3.19,500,698.5,1.4317,0.0000,1119,500
3.20,500,708.6,1.4113,0.0000,1119,500
3.20,500,494.5,2.0221,0.0000,1119,500
3.20,500,569.0,1.7574,0.0000,1119,500
3.20,500,477.4,2.0947,0.0000,1119,500
3.20,500,496.4,2.0146,0.0000,1119,500
3.20,500,572.4,1.7471,0.0000,1119,500
3.21,500,493.4,2.0269,0.0000,1119,500
3.21,500,352.8,2.8342,0.5122,1119,500
3.21,500,479.1,2.0872,0.0000,1119,500
3.21,500,468.8,2.1332,0.0000,1119,500
3.22,500,472.6,2.1158,0.0000,1119,500
3.22,500,473.5,2.1118,0.0000,1120,500
3.22,500,472.9,2.1145,0.0000,1120,500
3.22,500,483.2,2.0696,0.0000,1120,500
3.22,500,662.5,1.5095,0.0000,1120,500
3.23,500,481.3,2.0777,0.0000,1120,500
3.23,500,480.4,2.0817,0.0000,1120,500
3.23,500,473.7,2.1111,0.5074,1120,500
3.23,500,489.7,2.0422,0.0000,1120,500
3.23,500,686.7,1.4562,0.0000,1120,500
3.23,500,688.5,1.4525,0.0000,1120,500
3.24,500,486.1,2.0572,0.0000,1120,500
3.24,500,481.1,2.0787,0.0000,1120,500
3.24,500,667.7,1.4977,0.0000,1120,500
3.24,500,478.2,2.0911,0.0000,1120,500
3.24,500,672.6,1.4867,0.0000,1120,500
3.25,500,486.6,2.0552,0.0000,1120,500
3.25,500,364.9,2.7408,0.5036,1120,500
3.25,500,693.0,1.4430,0.0000,1121,500
3.25,500,484.1,2.0658,0.0000,1121,500
3.25,500,473.1,2.1135,0.0000,1121,500
3.26,500,491.4,2.0351,0.0000,1121,500
3.26,500,481.2,2.0781,0.0000,1121,500
3.26,500,687.4,1.4547,0.0000,1121,500
3.26,500,685.8,1.4581,0.0000,1121,500
3.26,500,717.7,1.3934,0.0000,1121,500
3.26,500,707.8,1.4129,0.0000,1121,500
3.27,500,705.4,1.4176,0.0000,1121,500
3.27,500,492.0,2.0325,0.0000,1121,500
3.27,500,347.5,2.8780,0.5655,1121,500
3.27,500,689.5,1.4504,0.0000,1121,500
3.27,500,702.4,1.4236,0.0000,1121,500
3.28,500,475.2,2.1044,0.0000,1121,500
3.28,500,460.4,2.1721,0.0000,1121,500
3.28,500,482.5,2.0724,0.0000,1121,500
3.28,500,247.0,4.0483,0.0000,1121,500
3.29,500,470.8,2.1242,0.0000,1119,500
3.29,500,383.7,2.6062,0.5400,1119,500
3.29,500,610.2,1.6388,0.0000,1119,500
3.29,500,560.6,1.7837,0.0000,1119,500
3.29,500,627.9,1.5925,0.0000,1119,500
3.30,500,625.1,1.5997,0.0000,1119,500
3.30,500,563.5,1.7747,0.0000,1119,500
3.30,500,581.8,1.7187,0.0000,1119,500
3.30,500,391.6,2.5539,0.0000,1119,500
3.30,500,426.5,2.3445,0.0000,1119,500
3.31,500,410.1,2.4383,0.0000,1119,500
3.31,500,402.3,2.4859,0.5493,1119,500
3.31,500,431.6,2.3170,0.0000,1119,500
3.31,500,559.9,1.7860,0.0000,1119,500
3.31,500,618.6,1.6166,0.0000,1119,500
3.32,500,404.3,2.4736,0.0000,1119,500
3.32,500,614.1,1.6283,0.0000,1119,500
3.32,500,618.0,1.6181,0.0000,1119,500
3.32,500,463.6,2.1571,0.0000,1119,500
3.32,500,441.3,2.2658,0.0000,1119,500
3.33,500,422.0,2.3694,0.0000,1119,500
3.33,500,362.0,2.7621,0.5214,1120,500
3.33,500,664.6,1.5046,0.0000,1120,500
3.33,500,471.3,2.1220,0.0000,1120,500
3.34,500,481.9,2.0750,0.0000,1120,500
3.34,500,698.5,1.4316,0.0000,1120,500
3.34,500,465.4,2.1485,0.0000,1120,500
3.34,500,456.1,2.1927,0.0000,1120,500
3.34,500,685.0,1.4599,0.0000,1120,500
3.34,500,694.3,1.4404,0.0000,1120,500
3.35,500,489.4,2.0434,0.0000,1120,500
3.35,500,429.2,2.3298,0.5485,1120,500
3.35,500,399.6,2.5025,0.0000,1120,500
3.35,500,600.7,1.6648,0.0000,1120,500
3.36,500,403.7,2.4773,0.0000,1120,500
3.36,500,412.0,2.4273,0.0000,1120,500
3.36,500,389.9,2.5649,0.0000,1120,500
3.36,500,421.9,2.3703,0.0000,1120,500
3.36,500,397.3,2.5173,0.0000,1121,500
3.37,500,390.2,2.5629,0.0000,1121,500
3.37,500,441.5,2.2648,0.5312,1121,500
3.37,500,675.2,1.4810,0.0000,1121,500
3.37,500,670.2,1.4921,0.0000,1121,500
3.37,500,484.9,2.0621,0.0000,1121,500
3.38,500,481.9,2.0752,0.0000,1121,500
3.38,500,688.1,1.4532,0.0000,1121,500
3.38,500,635.9,1.5727,0.0000,1121,500
3.38,500,473.8,2.1107,0.0000,1121,500
3.38,500,636.4,1.5714,0.0000,1121,500
3.39,500,406.7,2.4590,0.0000,1121,500
3.39,500,475.9,2.1015,0.0000,1121,500
3.39,500,337.3,2.9648,0.6192,1121,500
3.39,500,466.8,2.1421,0.0000,1121,500
3.40,500,474.8,2.1061,0.0000,1121,500
3.40,500,441.9,2.2630,0.0000,1121,500
3.40,500,559.6,1.7870,0.0000,1121,500
3.40,500,456.2,2.1918,0.0000,1122,500
3.40,500,443.6,2.2544,0.0000,1122,500
3.41,500,410.5,2.4360,0.0000,1122,500
3.41,500,449.6,2.2242,0.5669,1122,500
3.41,500,437.0,2.2882,0.0000,1122,500
3.41,500,512.7,1.9503,0.0000,1122,500
3.41,500,471.9,2.1193,0.0000,1122,500
3.42,500,471.3,2.1217,0.0000,1122,500
3.42,500,467.2,2.1406,0.0000,1122,500
3.42,500,481.2,2.0783,0.0000,1122,500
3.42,500,468.4,2.1351,0.0000,1122,500
3.43,500,396.2,2.5241,0.0000,1122,500
3.43,500,417.3,2.3964,0.0000,1122,500
3.43,500,315.9,3.1652,0.5341,1122,500
3.43,500,442.6,2.2592,0.0000,1123,500
3.44,500,459.2,2.1776,0.0000,1123,500
3.44,500,369.4,2.7074,0.0000,1123,500
3.44,500,653.0,1.5314,0.0000,1123,500
3.44,500,467.5,2.1390,0.0000,1123,500
3.45,500,122.5,8.1623,0.0000,1123,500
3.46,500,184.0,5.4339,0.6022,1119,500
3.46,500,382.6,2.6135,0.0000,1119,500
3.46,500,429.1,2.3306,0.0000,1119,500
3.46,500,473.1,2.1137,0.0000,1119,500
3.47,500,459.5,2.1761,0.0000,1119,500
3.47,500,475.2,2.1042,0.0000,1119,500
3.47,500,313.3,3.1917,0.5803,1119,500
3.47,500,471.1,2.1225,0.0000,1119,500
3.47,500,435.6,2.2956,0.0000,1119,500
3.48,500,431.0,2.3203,0.0000,1120,500
3.48,500,695.8,1.4372,0.0000,1120,500
3.48,500,460.3,2.1723,0.0000,1120,500
3.48,500,468.8,2.1330,0.0000,1120,500
3.49,500,397.1,2.5181,0.0000,1120,500
3.49,500,475.6,2.1028,0.0000,1120,500
3.49,500,328.4,3.0452,0.5791,1120,500
3.49,500,456.1,2.1925,0.0000,1120,500
3.50,500,444.0,2.2521,0.0000,1120,500
3.50,500,479.7,2.0848,0.0000,1120,500
3.50,500,686.4,1.4569,0.0000,1120,500
3.50,500,397.6,2.5151,0.0000,1120,500
3.50,500,455.2,2.1968,0.0000,1120,500
3.51,500,459.3,2.1772,0.0000,1120,500
3.51,500,659.5,1.5164,0.0000,1121,500
3.51,500,267.7,3.7362,0.7351,1121,500
3.51,500,570.9,1.7515,0.0000,1121,500
3.51,500,393.5,2.5411,0.0000,1121,500
3.52,500,488.6,2.0468,0.0000,1121,500
3.52,500,666.7,1.4999,0.0000,1121,500
3.52,500,460.5,2.1715,0.0000,1121,500
3.52,500,685.0,1.4598,0.0000,1121,500
3.52,500,465.5,2.1480,0.0000,1121,500
3.53,500,687.7,1.4541,0.0000,1121,500
3.53,500,484.8,2.0627,0.0000,1121,500
3.53,500,343.6,2.9102,0.5843,1121,500
3.53,500,671.5,1.4891,0.0000,1121,500
3.53,500,677.3,1.4764,0.0000,1121,500
3.54,500,651.8,1.5343,0.0000,1121,500
3.54,500,638.9,1.5652,0.0000,1121,500
3.54,500,537.8,1.8593,0.0000,1121,500
3.54,500,488.7,2.0462,0.0000,1121,500
3.54,500,485.7,2.0589,0.0000,1121,500
3.54,500,479.6,2.0850,0.0000,1121,500
3.55,500,471.9,2.1191,0.0000,1122,500
3.55,500,286.7,3.4885,0.5810,1122,500
3.55,500,678.8,1.4731,0.0000,1122,500
3.55,500,676.5,1.4783,0.0000,1122,500
3.55,500,694.9,1.4391,0.0000,1122,500
3.56,500,685.6,1.4585,0.0000,1122,500
3.56,500,683.7,1.4626,0.0000,1122,500
3.56,500,479.0,2.0875,0.0000,1122,500
3.56,500,669.9,1.4928,0.0000,1122,500
3.56,500,456.8,2.1893,0.0000,1122,500
3.57,500,598.6,1.6706,0.0000,1122,500
3.57,500,660.0,1.5152,0.0000,1122,500
3.57,500,440.3,2.2710,0.5600,1122,500
3.57,500,383.4,2.6084,0.0000,1122,500
3.57,500,578.8,1.7278,0.0000,1122,500
3.58,500,398.2,2.5116,0.0000,1122,500
3.58,500,592.0,1.6893,0.0000,1122,500
3.58,500,395.9,2.5258,0.0000,1122,500
3.58,500,582.0,1.7183,0.0000,1122,500
3.58,500,430.9,2.3209,0.0000,1122,500
3.59,500,664.1,1.5058,0.0000,1123,500
3.59,500,616.3,1.6225,0.0000,1123,500
3.59,500,413.1,2.4205,0.6248,1123,500
3.59,500,234.9,4.2578,0.0000,1120,500
3.60,500,479.4,2.0861,0.0000,1120,500
3.60,500,610.2,1.6387,0.0000,1120,500
3.60,500,482.8,2.0713,0.0000,1120,500
3.60,500,683.9,1.4622,0.0000,1120,500
3.60,500,704.1,1.4202,0.0000,1120,500
3.60,500,483.0,2.0702,0.0000,1120,500
3.61,500,681.6,1.4671,0.0000,1120,500
3.61,500,447.8,2.2332,0.5618,1120,500
3.61,500,666.2,1.5011,0.0000,1120,500
3.61,500,486.3,2.0563,0.0000,1120,500
3.61,500,682.6,1.4649,0.0000,1120,500
3.62,500,416.2,2.4029,0.0000,1121,500
3.62,500,455.7,2.1946,0.0000,1121,500
3.62,500,532.5,1.8779,0.0000,1121,500
3.62,500,370.8,2.6972,0.0000,1121,500
3.63,500,366.7,2.7268,0.0000,1121,500
3.63,500,410.5,2.4359,0.0000,1121,500
3.63,500,362.9,2.7559,0.7759,1121,500
3.63,500,416.4,2.4018,0.0000,1121,500
3.63,500,555.0,1.8018,0.0000,1121,500
3.64,500,587.5,1.7022,0.0000,1121,500
3.64,500,383.3,2.6092,0.0000,1121,500
3.64,500,557.9,1.7924,0.0000,1121,500
3.64,500,379.5,2.6350,0.0000,1121,500
3.65,500,345.7,2.8928,0.0000,1121,500
3.65,500,403.0,2.4812,0.6274,1121,500
3.65,500,457.1,2.1876,0.0000,1121,500
3.65,500,651.6,1.5346,0.0000,1121,500
3.65,500,466.8,2.1424,0.0000,1122,500
3.66,500,648.1,1.5429,0.0000,1122,500
3.66,500,551.9,1.8118,0.0000,1122,500
3.66,500,400.7,2.4955,0.0000,1122,500
3.66,500,437.8,2.2840,0.0000,1122,500
3.66,500,674.0,1.4837,0.0000,1122,500
3.67,500,674.9,1.4817,0.0000,1122,500
3.67,500,411.4,2.4307,0.0000,1122,500
3.67,500,431.1,2.3194,0.6576,1122,500
3.67,500,387.0,2.5843,0.0000,1122,500
3.68,500,443.9,2.2530,0.0000,1119,500
3.68,500,589.0,1.6977,0.0000,1119,500
3.68,500,383.6,2.6068,0.0000,1119,500
3.68,500,418.8,2.3876,0.0000,1119,500
3.68,500,379.1,2.6380,0.0000,1119,500
3.69,500,590.6,1.6932,0.0000,1119,500
3.69,500,353.0,2.8327,0.7644,1119,500
3.69,500,342.8,2.9168,0.0000,1119,500
3.69,500,522.8,1.9129,0.0000,1119,500
3.70,500,647.4,1.5446,0.0000,1119,500
3.70,500,664.9,1.5039,0.0000,1119,500
3.70,500,638.2,1.5670,0.0000,1119,500
3.70,500,667.1,1.4990,0.0000,1119,500
3.70,500,656.2,1.5239,0.0000,1119,500
3.70,500,606.4,1.6491,0.0000,1119,500
3.70,500,620.3,1.6120,0.0000,1119,500
3.71,500,594.5,1.6822,0.0000,1119,500
3.71,500,421.6,2.3719,0.6206,1119,500
3.71,500,403.9,2.4761,0.0000,1119,500
3.71,500,383.5,2.6075,0.0000,1119,500
3.72,500,577.7,1.7309,0.0000,1119,500
3.72,500,388.0,2.5771,0.0000,1120,500
3.72,500,414.2,2.4145,0.0000,1120,500
3.72,500,522.1,1.9153,0.0000,1120,500
3.73,500,379.7,2.6335,0.0000,1120,500
3.73,500,588.1,1.7005,0.0000,1120,500
3.73,500,427.5,2.3392,0.5722,1120,500
3.73,500,448.3,2.2308,0.0000,1120,500
3.73,500,570.5,1.7529,0.0000,1120,500
3.74,500,382.0,2.6176,0.0000,1120,500
3.74,500,518.0,1.9304,0.0000,1120,500
3.74,500,575.5,1.7376,0.0000,1120,500
3.74,500,590.9,1.6924,0.0000,1120,500
3.74,500,407.6,2.4536,0.0000,1120,500
3.75,500,402.5,2.4846,0.0000,1120,500
3.75,500,278.1,3.5961,0.5890,1120,500
3.75,500,228.4,4.3786,0.0000,1120,500
3.76,500,667.9,1.4972,0.0000,1118,500
3.76,500,614.2,1.6282,0.0000,1118,500
3.76,500,638.2,1.5668,0.0000,1118,500
3.76,500,639.3,1.5641,0.0000,1118,500
3.76,500,571.3,1.7505,0.0000,1118,500
3.77,500,211.7,4.7247,0.0000,1118,500
3.77,500,430.3,2.3241,0.5792,1118,500
3.77,500,679.1,1.4725,0.0000,1118,500
3.77,500,462.0,2.1643,0.0000,1118,500
3.77,500,673.3,1.4853,0.0000,1118,500
3.78,500,478.9,2.0882,0.0000,1118,500
3.78,500,675.1,1.4812,0.0000,1118,500
3.78,500,463.2,2.1588,0.0000,1118,500
3.78,500,650.8,1.5366,0.0000,1118,500
3.78,500,665.2,1.5032,0.0000,1118,500
3.78,500,680.2,1.4702,0.0000,1118,500
3.79,500,429.8,2.3267,0.0000,1118,500
3.79,500,368.4,2.7148,0.6016,1118,500
3.79,500,403.0,2.4816,0.0000,1118,500
3.79,500,421.4,2.3729,0.0000,1118,500
3.80,500,350.5,2.8529,0.0000,1119,500
3.80,500,381.8,2.6192,0.0000,1119,500
3.80,500,397.5,2.5158,0.0000,1119,500
3.81,500,390.7,2.5594,0.0000,1119,500
3.81,500,406.1,2.4622,0.0000,1119,500
3.81,500,357.4,2.7978,0.7580,1119,500
3.81,500,384.8,2.5985,0.0000,1119,500
3.82,500,414.1,2.4148,0.0000,1119,500
3.82,500,423.9,2.3588,0.0000,1119,500
3.82,500,427.0,2.3418,0.0000,1119,500
3.82,500,538.1,1.8584,0.0000,1119,500
3.82,500,564.5,1.7714,0.0000,1119,500
3.83,500,371.6,2.6914,0.0000,1119,500
3.83,500,381.0,2.6250,0.7931,1119,500
3.83,500,463.9,2.1555,0.0000,1119,500
3.83,500,434.7,2.3002,0.0000,1120,500
3.84,500,572.0,1.7482,0.0000,1120,500
3.84,500,570.3,1.7535,0.0000,1120,500
3.84,500,552.0,1.8115,0.0000,1120,500
3.84,500,418.3,2.3907,0.0000,1120,500
3.84,500,390.8,2.5588,0.0000,1120,500
3.85,500,640.5,1.5613,0.0000,1120,500
3.85,500,688.7,1.4521,0.0000,1120,500
3.85,500,433.6,2.3064,0.6006,1120,500
3.85,500,670.3,1.4919,0.0000,1120,500
3.85,500,470.9,2.1237,0.0000,1120,500
3.85,500,668.7,1.4955,0.0000,1120,500
3.86,500,674.9,1.4818,0.0000,1120,500
3.86,500,455.4,2.1960,0.0000,1120,500
3.86,500,625.5,1.5986,0.0000,1120,500
3.86,500,481.3,2.0779,0.0000,1120,500
3.86,500,683.8,1.4625,0.0000,1120,500
3.86,500,689.7,1.4499,0.0000,1120,500
3.87,500,680.7,1.4691,0.0000,1120,500
3.87,500,466.8,2.1424,0.0000,1120,500
3.87,500,317.4,3.1507,0.6183,1120,500
3.87,500,423.4,2.3619,0.0000,1121,500
3.88,500,525.2,1.9039,0.0000,1121,500
3.88,500,430.5,2.3228,0.0000,1121,500
3.88,500,533.2,1.8755,0.0000,1121,500
3.88,500,429.1,2.3303,0.0000,1121,500
3.88,500,439.5,2.2751,0.0000,1121,500
3.89,500,685.9,1.4579,0.0000,1121,500
3.89,500,472.3,2.1172,0.0000,1121,500
3.89,500,407.9,2.4515,0.6079,1121,500
3.89,500,432.8,2.3106,0.0000,1121,500
3.89,500,426.9,2.3423,0.0000,1121,500
3.90,500,379.2,2.6370,0.0000,1121,500
3.90,500,591.2,1.6914,0.0000,1121,500
3.90,500,553.7,1.8059,0.0000,1121,500
3.90,500,428.2,2.3351,0.0000,1121,500
3.91,500,558.3,1.7910,0.0000,1121,500
3.91,500,545.9,1.8319,0.0000,1121,500
3.91,500,381.9,2.6185,0.7293,1122,500
3.91,500,211.2,4.7351,0.0000,1119,500
3.92,500,479.9,2.0838,0.0000,1119,500
3.92,500,637.4,1.5689,0.0000,1119,500
3.92,500,535.4,1.8676,0.0000,1119,500
3.92,500,674.1,1.4834,0.0000,1119,500
3.92,500,382.9,2.6117,0.0000,1119,500
3.93,500,388.5,2.5743,0.0000,1119,500
3.93,500,410.6,2.4357,0.5641,1119,500
3.93,500,388.4,2.5749,0.0000,1119,500
3.93,500,595.2,1.6800,0.0000,1119,500
3.94,500,399.0,2.5064,0.0000,1119,500
3.94,500,593.4,1.6851,0.0000,1119,500
3.94,500,392.5,2.5475,0.0000,1119,500
3.94,500,687.3,1.4549,0.0000,1119,500
3.94,500,458.0,2.1835,0.0000,1119,500
3.95,500,675.9,1.4794,0.0000,1120,500
3.95,500,698.2,1.4323,0.0000,1120,500
3.95,500,322.0,3.1055,0.6249,1120,500
3.95,500,573.8,1.7427,0.0000,1120,500
3.95,500,646.9,1.5459,0.0000,1120,500
3.95,500,658.0,1.5197,0.0000,1120,500
3.96,500,418.8,2.3878,0.0000,1120,500
3.96,500,676.3,1.4786,0.0000,1120,500
3.96,500,677.2,1.4766,0.0000,1120,500
3.96,500,646.8,1.5460,0.0000,1120,500
3.96,500,460.0,2.1738,0.0000,1120,500
3.97,500,482.7,2.0716,0.0000,1120,500
3.97,500,407.1,2.4561,0.0000,1120,500
3.97,500,272.9,3.6645,0.7664,1120,500
3.97,500,430.8,2.3215,0.0000,1120,500
3.98,500,469.7,2.1291,0.0000,1120,500
3.98,500,602.0,1.6610,0.0000,1120,500
3.98,500,642.8,1.5556,0.0000,1120,500
3.98,500,691.6,1.4459,0.0000,1120,500
3.98,500,678.7,1.4734,0.0000,1120,500
3.98,500,464.6,2.1523,0.0000,1121,500
3.99,500,679.3,1.4721,0.0000,1121,500
3.99,500,488.9,2.0453,0.0000,1121,500
3.99,500,355.4,2.8137,0.6606,1121,500
3.99,500,474.9,2.1058,0.0000,1121,500
3.99,500,483.2,2.0696,0.0000,1121,500
4.00,500,423.7,2.3600,0.0000,1121,500
4.00,500,477.4,2.0948,0.0000,1121,500
4.00,500,425.5,2.3503,0.0000,1121,500
4.00,500,689.9,1.4495,0.0000,1121,500
4.01,500,522.6,1.9135,0.0000,1121,500
4.01,500,605.8,1.6506,0.0000,1121,500
4.01,500,437.1,2.2880,0.5832,1121,500
4.01,500,487.2,2.0524,0.0000,1121,500
4.01,500,424.3,2.3566,0.0000,1121,500
4.01,500,669.1,1.4945,0.0000,1121,500
4.02,500,628.3,1.5915,0.0000,1121,500
4.02,500,413.1,2.4208,0.0000,1121,500
4.02,500,411.9,2.4277,0.0000,1122,500
4.02,500,425.4,2.3510,0.0000,1122,500
4.03,500,684.3,1.4613,0.0000,1122,500
4.03,500,473.7,2.1112,0.0000,1122,500
4.03,500,314.6,3.1782,0.5664,1122,500
